production_volume,production_cost,supplier_quality,delivery_delay,defect_rate,quality_score,maintenance_hours,downtime_percentage,downtime_pct_corrected,inventory_turnover,stockout_rate,worker_productivity,safety_incidents,energy_consumption,energy_efficiency,additive_process_time,additive_material_cost,defect_status,high_defect_flag,low_quality_flag,downtime_category,production_volume_category,energy_efficiency_category,stockout_category
223,"$14,014.18",94.62%,0,1.87,72.58%,5,23.02%,0.230%,4.74,2.47%,88.154%,4,4774.221,0.3105,3.85,$473.37,1,0,1,Low,Low,Medium,Low
891,"$17,390.97",80.01%,4,3.38,66.18%,22,23.14%,0.231%,8.33,4.35%,94.436%,0,4722.300,0.3508,2.17,$351.44,1,1,1,Low,Low,Medium,Medium
472,"$17,705.91",95.39%,2,3.90,73.86%,8,23.28%,0.233%,5.36,1.46%,83.545%,4,2740.896,0.1491,9.07,$159.83,1,1,1,Low,High,Low,Low
653,"$7,059.50",90.71%,1,3.77,75.31%,18,23.28%,0.233%,7.35,9.77%,86.418%,4,2832.142,0.4308,5.23,$221.52,1,1,1,Low,Medium,High,High
966,"$7,316.90",91.76%,1,3.73,88.19%,2,23.38%,0.234%,3.81,8.94%,81.062%,0,3567.559,0.1102,3.79,$157.19,1,1,0,Low,Medium,Low,High
322,"$5,940.34",90.12%,0,3.04,64.14%,6,23.62%,0.236%,4.93,6.39%,98.546%,6,2806.564,0.2761,6.46,$342.77,1,1,1,Low,High,Medium,High
879,"$19,326.73",95.90%,1,2.43,89.61%,14,24.36%,0.244%,7.13,1.91%,87.667%,0,4088.334,0.4939,2.64,$292.37,1,0,0,Low,Low,High,Low
905,"$19,877.15",97.04%,3,3.09,85.15%,12,24.37%,0.244%,2.12,7.50%,85.703%,2,2241.922,0.4656,2.90,$476.45,1,1,0,Low,High,High,High
572,"$17,062.48",91.86%,3,1.99,62.32%,4,24.85%,0.248%,5.07,9.82%,80.298%,1,1270.408,0.4338,1.72,$291.21,1,0,1,Low,High,High,High
448,"$17,038.79",82.13%,2,2.09,92.48%,11,24.92%,0.249%,2.13,0.44%,90.570%,4,2337.099,0.1981,7.36,$407.52,1,0,0,Low,Medium,Low,Low
272,"$6,851.75",91.26%,3,3.60,70.17%,20,24.98%,0.250%,6.56,0.17%,96.416%,5,4175.334,0.1383,7.38,$110.08,0,1,1,Low,Medium,Low,Low
308,"$14,102.70",84.47%,1,3.18,96.81%,0,25.14%,0.251%,8.28,6.72%,98.713%,9,2911.000,0.2650,9.98,$373.97,1,1,0,Low,Low,Medium,High
475,"$17,261.12",90.73%,0,4.99,69.96%,21,25.23%,0.252%,9.32,0.42%,90.876%,6,1123.955,0.3503,6.62,$248.04,1,1,1,Low,Low,Medium,Low
136,"$6,620.39",90.56%,2,2.86,95.53%,16,25.27%,0.253%,5.76,9.63%,80.730%,6,1494.312,0.4813,4.78,$247.02,1,0,0,Low,Medium,High,High
588,"$15,929.84",90.01%,4,2.04,67.90%,8,25.42%,0.254%,3.37,3.42%,88.235%,1,2560.151,0.2717,1.05,$402.59,1,0,1,Low,Low,Medium,Medium
229,"$12,388.03",86.77%,1,0.54,95.63%,20,25.46%,0.255%,9.65,2.47%,92.124%,0,3075.193,0.4772,3.97,$499.12,1,0,0,Low,Medium,High,Low
848,"$15,137.34",84.89%,5,1.36,74.84%,18,25.48%,0.255%,3.18,3.14%,99.102%,2,1665.963,0.4107,9.27,$217.95,1,0,1,Low,Low,High,Medium
271,"$5,302.07",84.39%,0,0.64,62.99%,16,25.74%,0.257%,8.83,2.25%,99.403%,5,4383.420,0.4239,5.99,$316.88,1,0,1,Low,High,High,Low
926,"$16,898.92",99.21%,1,2.09,83.86%,5,25.76%,0.258%,2.45,8.35%,86.942%,4,1649.278,0.4201,4.28,$297.00,1,0,0,Low,Low,High,High
187,"$12,625.41",89.64%,3,0.97,99.82%,9,26.06%,0.261%,3.17,3.39%,97.737%,5,1064.129,0.1456,7.46,$170.61,0,0,0,Low,High,Low,Medium
464,"$14,469.61",83.64%,5,3.10,66.82%,8,26.66%,0.267%,7.39,3.42%,92.764%,0,3441.818,0.4554,9.02,$351.69,1,1,1,Low,Low,High,Medium
863,"$18,643.23",84.72%,3,4.73,94.21%,3,26.73%,0.267%,6.44,1.34%,99.135%,2,4984.192,0.4421,2.14,$452.98,1,1,0,Low,Medium,High,Low
497,"$17,835.44",93.86%,0,2.37,71.56%,16,26.96%,0.270%,7.46,3.92%,87.011%,1,1245.354,0.1663,1.56,$472.12,1,0,1,Low,High,Low,Medium
113,"$12,214.59",82.61%,3,4.00,75.95%,0,27.13%,0.271%,6.93,7.61%,99.206%,3,4169.988,0.1797,9.80,$242.30,1,1,1,Low,Medium,Low,High
496,"$18,591.67",99.72%,5,1.34,75.62%,21,27.29%,0.273%,2.37,7.71%,90.422%,5,1867.445,0.4664,9.51,$170.73,1,0,1,Low,Low,High,High
542,"$13,492.71",88.36%,0,0.61,90.29%,6,27.29%,0.273%,7.61,4.93%,82.365%,9,3020.489,0.2970,2.55,$280.62,0,0,0,Low,Medium,Medium,Medium
957,"$8,379.75",98.80%,5,2.49,71.15%,19,27.80%,0.278%,4.25,7.07%,88.314%,7,2239.444,0.2720,2.03,$353.38,1,0,1,Low,Medium,Medium,High
252,"$6,748.75",84.16%,2,4.49,67.91%,15,27.86%,0.279%,5.28,0.28%,80.307%,2,3976.448,0.3975,6.03,$319.39,1,1,1,Low,High,High,Low
878,"$6,004.60",91.09%,0,3.62,69.72%,12,28.06%,0.281%,6.78,3.55%,87.515%,2,1293.153,0.4025,7.32,$464.54,1,1,1,Low,Low,High,Medium
596,"$13,830.97",83.34%,3,3.24,93.34%,5,28.08%,0.281%,7.96,0.43%,90.033%,8,3956.960,0.2275,3.91,$404.49,1,1,0,Low,High,Low,Low
932,"$16,727.36",87.17%,2,0.73,74.15%,6,28.10%,0.281%,2.56,0.38%,84.197%,0,4913.538,0.1817,8.87,$389.70,1,0,1,Low,Medium,Low,Low
494,"$5,744.09",87.53%,1,1.26,61.25%,20,28.21%,0.282%,4.05,9.74%,93.079%,2,1688.288,0.3198,3.15,$477.87,1,0,1,Low,High,Medium,High
332,"$15,066.40",86.29%,1,4.62,94.72%,11,28.36%,0.284%,8.64,3.81%,83.522%,9,2344.921,0.3052,4.66,$463.41,1,1,0,Low,Medium,Medium,Medium
234,"$6,407.86",83.13%,3,4.51,66.78%,7,28.51%,0.285%,8.67,3.79%,88.438%,7,1568.634,0.4330,3.35,$205.62,1,1,1,Low,Low,High,Medium
549,"$14,819.76",81.55%,4,4.37,71.60%,12,28.61%,0.286%,3.34,7.42%,91.880%,9,3483.850,0.2967,1.45,$208.53,1,1,1,Low,Low,Medium,High
404,"$10,576.09",92.33%,2,3.85,70.08%,17,28.93%,0.289%,4.38,6.67%,93.550%,9,3186.673,0.3763,7.93,$147.41,1,1,1,Low,Medium,High,High
426,"$16,943.62",90.67%,3,4.88,78.64%,22,28.97%,0.290%,2.32,6.82%,80.203%,5,3742.284,0.4750,1.91,$237.61,1,1,1,Low,Medium,High,High
427,"$11,116.22",89.68%,1,3.49,85.64%,13,29.25%,0.292%,7.56,7.43%,82.812%,3,1759.654,0.2253,4.93,$354.46,1,1,0,Low,Medium,Low,High
500,"$17,524.21",89.73%,5,4.59,69.23%,18,29.58%,0.296%,7.88,5.11%,99.799%,8,2021.186,0.4699,5.39,$332.34,1,1,1,Low,Medium,High,Medium
919,"$15,412.26",89.82%,0,2.62,92.02%,13,29.87%,0.299%,4.55,6.64%,85.297%,3,1888.019,0.3377,3.52,$460.03,1,0,0,Low,Medium,Medium,High
282,"$5,550.69",84.02%,2,1.35,89.76%,3,30.30%,0.303%,2.14,1.44%,92.292%,4,3182.936,0.1725,1.75,$103.21,0,0,0,Low,High,Low,Low
937,"$10,444.74",97.61%,4,4.38,89.78%,16,30.32%,0.303%,5.94,6.90%,81.035%,4,4950.573,0.3240,5.78,$402.53,1,1,0,Low,Low,Medium,High
982,"$5,933.05",82.99%,4,4.74,73.21%,3,30.41%,0.304%,3.79,6.35%,95.684%,7,4228.715,0.3382,7.19,$186.95,1,1,1,Low,High,Medium,High
790,"$10,748.23",98.33%,2,0.58,84.17%,2,30.71%,0.307%,5.12,5.75%,85.323%,3,3456.194,0.3024,3.23,$129.85,0,0,0,Low,High,Medium,Medium
485,"$6,889.33",96.66%,4,1.88,88.76%,15,30.87%,0.309%,9.94,9.25%,92.979%,4,3125.965,0.4880,2.89,$495.81,1,0,0,Low,High,High,High
212,"$6,528.40",83.80%,4,3.62,79.99%,0,30.89%,0.309%,3.84,2.96%,98.844%,1,3056.795,0.3192,4.88,$176.98,1,1,1,Low,Medium,Medium,Low
990,"$19,898.83",86.46%,5,5.00,74.29%,6,31.13%,0.311%,4.76,2.22%,98.204%,3,2963.896,0.4722,1.72,$169.58,1,1,1,Low,Low,High,Low
921,"$9,470.99",95.89%,4,1.00,79.26%,5,31.16%,0.312%,7.93,8.10%,91.869%,2,1923.362,0.2775,3.96,$482.94,1,0,1,Low,High,Medium,High
999,"$6,225.88",94.41%,5,4.73,98.83%,21,31.76%,0.318%,8.34,6.79%,80.645%,5,2734.138,0.3167,5.20,$258.82,1,1,0,Low,High,Medium,High
330,"$10,437.53",83.43%,2,4.43,77.42%,4,31.91%,0.319%,9.68,6.33%,83.602%,3,1881.194,0.3571,3.07,$469.50,0,1,1,Low,High,Medium,High
605,"$16,580.19",91.60%,1,1.53,70.34%,11,32.10%,0.321%,3.76,5.60%,93.450%,1,4266.695,0.1275,3.65,$177.70,1,0,1,Low,Low,Low,Medium
970,"$19,942.37",86.76%,2,1.06,85.02%,23,32.43%,0.324%,2.26,0.79%,93.434%,5,1236.401,0.3290,5.61,$255.67,1,0,0,Low,Medium,Medium,Low
925,"$8,086.92",98.42%,4,1.15,87.27%,23,32.65%,0.327%,4.15,1.82%,93.270%,3,4385.472,0.3705,2.82,$345.30,0,0,0,Low,High,High,Low
592,"$14,171.95",96.24%,4,0.73,92.05%,20,33.13%,0.331%,3.57,4.84%,90.816%,9,1265.647,0.4877,2.63,$119.76,1,0,0,Low,High,High,Medium
772,"$15,710.79",80.75%,4,1.88,93.95%,10,33.16%,0.332%,9.66,7.47%,95.445%,9,2729.418,0.3871,8.25,$166.38,0,0,0,Low,Medium,High,High
948,"$15,387.99",95.24%,4,3.13,63.98%,15,33.65%,0.337%,2.04,4.31%,82.962%,9,4943.656,0.3875,5.53,$348.28,1,1,1,Low,High,High,Medium
784,"$9,904.12",81.72%,4,3.07,69.92%,16,34.12%,0.341%,4.61,6.68%,87.146%,0,4997.075,0.3972,5.37,$188.08,1,1,1,Low,High,High,High
940,"$5,048.27",80.81%,2,2.88,83.96%,20,34.21%,0.342%,6.91,4.63%,96.769%,6,4231.675,0.2300,9.01,$250.40,1,0,0,Low,High,Low,Medium
271,"$12,770.16",85.97%,4,1.24,63.98%,0,34.30%,0.343%,2.23,7.27%,96.279%,9,2924.806,0.2631,5.07,$424.53,0,0,1,Low,High,Medium,High
124,"$9,179.65",81.71%,2,0.68,90.63%,12,34.30%,0.343%,6.03,1.32%,89.374%,9,1703.331,0.2838,7.41,$113.14,1,0,0,Low,Low,Medium,Low
510,"$7,688.80",88.61%,3,4.72,93.09%,23,34.42%,0.344%,5.67,8.23%,88.239%,2,2129.245,0.1135,8.05,$111.00,1,1,0,Low,Low,Low,High
949,"$5,791.48",89.74%,3,1.82,63.98%,18,34.82%,0.348%,4.48,9.40%,81.112%,8,3866.417,0.4426,4.83,$191.85,1,0,1,Low,Medium,High,High
107,"$5,867.67",96.10%,5,1.64,67.38%,0,34.88%,0.349%,6.84,4.82%,88.767%,1,2382.339,0.2676,1.71,$332.64,1,0,1,Low,High,Medium,Medium
559,"$12,761.70",91.59%,1,1.74,60.62%,1,34.91%,0.349%,7.61,8.48%,92.942%,5,3325.795,0.2882,8.96,$243.75,1,0,1,Low,Low,Medium,High
658,"$13,468.86",80.01%,1,4.28,69.83%,19,35.01%,0.350%,3.79,6.73%,92.236%,0,1013.443,0.1734,2.13,$483.75,1,1,1,Low,Medium,Low,High
610,"$13,543.10",95.78%,0,0.95,72.10%,15,35.04%,0.350%,3.68,9.84%,85.402%,7,3396.643,0.4353,3.14,$435.04,1,0,1,Low,Medium,High,High
177,"$14,999.01",90.71%,4,1.32,65.37%,20,35.05%,0.350%,2.80,8.97%,85.818%,7,4490.497,0.3170,4.78,$448.63,1,0,1,Low,Medium,Medium,High
914,"$9,677.96",84.24%,1,3.96,66.24%,16,35.05%,0.351%,8.39,7.13%,95.477%,7,1843.588,0.4684,4.64,$175.54,1,1,1,Low,Low,High,High
408,"$6,030.71",90.06%,1,0.93,96.33%,6,35.17%,0.352%,3.10,7.39%,90.988%,3,2662.473,0.4450,4.11,$241.72,0,0,0,Low,High,High,High
344,"$10,587.63",85.96%,2,2.53,95.05%,0,35.22%,0.352%,5.28,2.90%,93.401%,2,1288.582,0.3818,4.62,$416.90,0,0,0,Low,Medium,High,Low
218,"$16,433.18",86.71%,2,2.75,79.17%,19,35.25%,0.352%,8.50,3.84%,90.357%,7,3537.604,0.1301,1.43,$411.19,0,0,1,Low,Low,Low,Medium
534,"$7,145.02",98.63%,3,1.98,78.61%,4,35.26%,0.353%,6.26,8.80%,90.106%,4,2458.378,0.2965,8.97,$133.49,0,0,1,Low,Low,Medium,High
971,"$15,333.28",86.36%,2,3.95,71.24%,5,35.47%,0.355%,4.29,8.92%,85.885%,1,1600.489,0.1570,9.28,$356.82,1,1,1,Low,Medium,Low,High
200,"$19,832.61",82.09%,4,4.26,94.76%,12,35.62%,0.356%,3.64,0.40%,90.434%,6,3556.683,0.2363,3.67,$253.94,1,1,0,Low,High,Medium,Low
322,"$5,744.22",99.56%,3,2.04,66.68%,4,35.70%,0.357%,4.27,6.44%,86.656%,8,2173.753,0.3520,7.83,$111.38,1,0,1,Low,Low,Medium,High
782,"$6,209.23",83.84%,5,1.40,99.02%,1,35.73%,0.357%,5.68,2.57%,97.871%,0,4694.195,0.3897,1.32,$199.04,0,0,0,Low,Low,High,Low
939,"$6,416.28",99.74%,5,4.21,85.57%,3,36.06%,0.361%,5.09,7.38%,90.742%,5,2280.178,0.4868,7.29,$217.15,1,1,0,Low,High,High,High
777,"$15,002.71",93.99%,2,3.43,87.91%,6,36.97%,0.370%,2.06,3.64%,94.129%,2,3257.852,0.2745,3.30,$452.37,1,1,0,Low,High,Medium,Medium
600,"$15,152.32",92.66%,4,3.30,94.35%,0,37.15%,0.371%,2.39,1.03%,83.086%,5,4428.677,0.1521,4.78,$281.33,1,1,0,Low,High,Low,Low
138,"$12,573.67",96.51%,0,3.79,95.60%,17,37.28%,0.373%,9.58,5.87%,90.237%,5,1880.813,0.1390,7.86,$327.44,1,1,0,Low,Medium,Low,Medium
141,"$11,145.07",98.81%,2,3.97,84.58%,8,37.29%,0.373%,7.87,3.98%,86.065%,1,2465.428,0.3589,1.43,$263.10,1,1,0,Low,Low,Medium,Medium
381,"$17,654.74",97.07%,5,2.68,91.58%,16,37.56%,0.376%,3.81,7.89%,84.515%,5,4245.345,0.3380,2.76,$201.54,1,0,0,Low,Low,Medium,High
647,"$14,727.57",87.65%,3,3.85,73.29%,16,37.62%,0.376%,4.06,1.42%,95.996%,3,1565.289,0.1668,9.08,$488.37,1,1,1,Low,Low,Low,Low
103,"$14,150.11",90.49%,2,2.52,61.69%,9,38.74%,0.387%,3.18,5.13%,82.601%,8,2664.239,0.3326,4.00,$214.00,1,0,1,Low,Medium,Medium,Medium
714,"$10,339.37",83.97%,0,0.87,82.57%,16,39.12%,0.391%,4.85,9.64%,84.602%,1,3630.405,0.4324,6.30,$357.80,1,0,0,Low,Low,High,High
484,"$15,790.30",89.68%,2,2.07,76.36%,6,39.43%,0.394%,3.85,0.32%,96.712%,5,4460.877,0.3506,1.09,$171.89,0,0,1,Low,High,Medium,Low
112,"$13,309.90",96.48%,1,2.92,83.40%,15,39.70%,0.397%,2.21,0.22%,84.212%,7,3749.746,0.4959,7.82,$473.80,0,0,0,Low,Medium,High,Low
172,"$9,448.40",82.33%,1,4.05,91.46%,23,39.82%,0.398%,2.22,3.66%,80.986%,8,4482.463,0.4902,2.25,$394.59,1,1,0,Low,Low,High,Medium
911,"$15,640.83",99.84%,0,1.97,99.86%,23,39.88%,0.399%,9.75,0.72%,84.807%,0,4230.655,0.2113,9.32,$450.04,1,0,0,Low,Low,Low,Low
981,"$15,745.96",88.21%,2,2.52,91.97%,4,39.97%,0.400%,2.49,2.32%,87.512%,1,4819.441,0.3907,9.89,$157.56,1,0,0,Low,High,High,Low
905,"$7,486.22",96.23%,3,1.84,78.73%,21,40.10%,0.401%,5.00,5.64%,90.934%,3,3333.889,0.2572,5.89,$232.75,1,0,1,Low,High,Medium,Medium
456,"$10,927.07",97.92%,4,4.33,91.19%,9,40.11%,0.401%,5.27,3.44%,82.435%,9,3351.069,0.2105,4.42,$308.20,1,1,0,Low,High,Low,Medium
305,"$18,579.48",84.55%,0,4.03,88.70%,1,40.26%,0.403%,6.99,0.52%,95.120%,8,3110.956,0.2197,8.52,$111.79,1,1,0,Low,Medium,Low,Low
447,"$17,532.20",99.32%,0,2.13,91.17%,15,40.33%,0.403%,2.38,9.24%,91.772%,8,2097.986,0.3934,8.33,$408.97,1,0,0,Low,Low,High,High
861,"$12,133.19",93.13%,0,1.80,88.26%,22,40.35%,0.404%,2.63,5.73%,85.056%,3,2029.710,0.2261,3.14,$496.67,1,0,0,Low,Medium,Low,Medium
877,"$14,350.69",91.76%,2,1.61,97.58%,13,40.70%,0.407%,8.78,5.65%,99.269%,6,2140.258,0.1166,3.62,$229.60,0,0,0,Low,High,Low,Medium
534,"$14,545.61",82.33%,0,2.52,69.35%,11,40.76%,0.408%,7.51,9.07%,97.862%,6,2983.372,0.2454,6.42,$144.27,1,0,1,Low,High,Medium,High
650,"$18,204.72",87.09%,3,0.58,63.03%,15,41.01%,0.410%,5.47,1.72%,87.163%,5,2732.173,0.4846,3.42,$178.89,1,0,1,Low,Medium,High,Low
897,"$11,549.21",82.53%,2,4.27,99.26%,19,41.33%,0.413%,2.89,3.56%,86.726%,1,2532.412,0.3125,9.60,$157.30,1,1,0,Low,Medium,Medium,Medium
673,"$11,166.43",89.61%,5,1.35,97.01%,10,41.64%,0.416%,6.59,0.28%,99.322%,9,4491.298,0.4725,1.36,$201.95,0,0,0,Low,High,High,Low
798,"$9,822.44",96.42%,5,2.80,80.96%,14,42.19%,0.422%,8.32,3.70%,99.768%,6,4702.458,0.3169,3.77,$147.73,1,0,0,Low,Medium,Medium,Medium
367,"$8,846.95",94.74%,2,3.56,60.92%,5,42.24%,0.422%,8.78,2.74%,90.926%,4,3538.432,0.4177,5.39,$263.65,1,1,1,Low,High,High,Low
950,"$15,239.26",81.41%,4,2.99,94.80%,0,42.35%,0.423%,2.11,6.78%,98.487%,3,4771.768,0.1014,8.71,$293.34,1,0,0,Low,Low,Low,High
678,"$16,434.54",86.93%,3,1.80,82.14%,11,42.35%,0.424%,7.81,4.31%,81.462%,2,4539.214,0.4937,6.33,$252.23,1,0,0,Low,High,High,Medium
342,"$10,992.78",91.01%,4,1.54,90.39%,19,42.38%,0.424%,2.76,0.61%,99.908%,3,2904.228,0.2948,1.87,$453.33,1,0,0,Low,Medium,Medium,Low
674,"$6,721.53",97.82%,3,3.32,63.12%,15,42.77%,0.428%,2.93,2.24%,92.720%,7,3447.717,0.4755,6.23,$131.03,1,1,1,Low,Low,High,Low
263,"$7,464.30",85.43%,4,1.76,63.19%,8,42.89%,0.429%,3.41,0.54%,87.876%,1,3733.329,0.3383,1.24,$377.95,1,0,1,Low,Medium,Medium,Low
293,"$7,504.30",96.60%,5,2.56,84.46%,2,42.99%,0.430%,4.88,5.39%,92.779%,4,1364.529,0.4072,8.49,$347.87,0,0,0,Low,Low,High,Medium
964,"$13,653.22",98.81%,0,1.30,75.66%,2,43.01%,0.430%,7.85,1.93%,95.950%,1,3471.634,0.1892,8.81,$212.26,1,0,1,Low,Low,Low,Low
373,"$15,776.81",95.61%,4,3.11,78.72%,21,43.17%,0.432%,5.93,6.53%,92.290%,2,2594.815,0.2937,6.37,$332.93,1,1,1,Low,High,Medium,High
749,"$16,080.85",90.81%,3,3.55,87.54%,21,43.27%,0.433%,8.67,5.20%,85.443%,1,1410.625,0.2001,3.04,$392.58,1,1,0,Low,Low,Low,Medium
367,"$11,604.85",83.38%,4,1.41,65.97%,5,43.39%,0.434%,9.97,8.21%,86.488%,9,4948.255,0.4403,2.58,$486.93,1,0,1,Low,High,High,High
471,"$15,868.97",84.01%,1,0.98,83.02%,10,43.50%,0.435%,7.87,8.02%,97.624%,9,3854.449,0.2449,7.07,$386.45,0,0,0,Low,Low,Medium,High
505,"$5,820.99",86.30%,2,2.51,79.33%,6,43.55%,0.435%,7.36,0.32%,98.567%,2,1684.919,0.2391,1.53,$211.51,0,0,1,Low,Medium,Medium,Low
524,"$17,741.70",83.78%,5,1.12,75.74%,23,43.93%,0.439%,5.45,9.13%,94.740%,3,1023.360,0.2277,1.46,$407.85,1,0,1,Low,Medium,Low,High
251,"$16,261.54",98.69%,0,3.48,82.04%,20,44.15%,0.441%,8.76,7.58%,95.069%,7,2839.935,0.1679,1.74,$475.43,1,1,0,Low,Medium,Low,High
596,"$13,580.73",92.99%,4,4.51,92.53%,9,44.37%,0.444%,8.32,0.09%,86.555%,9,4461.823,0.2170,3.95,$174.87,1,1,0,Low,Low,Low,Low
504,"$13,859.57",81.06%,4,1.82,77.11%,4,44.97%,0.450%,5.67,4.33%,80.577%,8,3819.968,0.4781,9.90,$467.52,0,0,1,Low,Medium,High,Medium
452,"$15,165.85",84.20%,2,2.81,63.66%,14,45.06%,0.451%,3.48,5.13%,83.761%,8,1297.630,0.4114,7.38,$260.73,1,0,1,Low,Medium,High,Medium
983,"$16,287.03",80.92%,2,1.55,75.91%,14,45.27%,0.453%,4.84,2.23%,83.283%,9,4524.973,0.2701,6.90,$332.29,1,0,1,Low,Medium,Medium,Low
199,"$18,641.82",89.06%,4,1.23,93.00%,18,45.82%,0.458%,8.01,0.99%,92.973%,3,1297.883,0.1411,2.05,$177.37,1,0,0,Low,High,Low,Low
319,"$15,788.68",80.44%,2,3.08,66.68%,15,45.86%,0.459%,3.46,2.22%,90.848%,8,3453.133,0.2396,7.41,$231.75,0,1,1,Low,Low,Medium,Low
954,"$8,782.59",87.59%,1,2.52,77.30%,14,46.03%,0.460%,2.10,0.80%,93.965%,6,2675.318,0.1855,8.24,$429.14,1,0,1,Low,Low,Low,Low
894,"$15,557.86",84.73%,5,0.69,90.96%,10,46.13%,0.461%,4.55,0.65%,96.596%,3,2701.443,0.1911,3.37,$241.49,1,0,0,Low,High,Low,Low
128,"$14,995.78",85.17%,5,3.49,94.70%,17,46.20%,0.462%,9.53,5.39%,97.672%,9,4676.688,0.4116,2.73,$219.17,1,1,0,Low,High,High,Medium
725,"$16,109.95",85.41%,0,3.76,66.62%,17,46.49%,0.465%,7.72,7.67%,86.469%,4,2488.644,0.2311,6.05,$475.97,0,1,1,Low,Low,Medium,High
494,"$13,928.45",92.25%,2,4.48,86.84%,11,46.69%,0.467%,4.57,4.45%,90.517%,2,1182.446,0.2544,9.50,$313.90,1,1,0,Low,High,Medium,Medium
384,"$18,336.92",97.63%,0,3.98,98.18%,18,46.80%,0.468%,8.48,0.58%,90.685%,2,1131.257,0.4896,5.67,$289.43,1,1,0,Low,Medium,High,Low
939,"$14,453.71",81.76%,4,1.23,95.61%,13,46.90%,0.469%,4.15,4.71%,91.528%,2,4113.591,0.2338,3.70,$262.56,1,0,0,Low,Low,Medium,Medium
835,"$13,396.34",88.64%,2,2.03,90.73%,16,46.93%,0.469%,4.04,3.12%,89.360%,3,2201.097,0.3353,6.37,$440.21,1,0,0,Low,High,Medium,Medium
360,"$10,071.27",84.78%,1,1.77,94.25%,4,47.26%,0.473%,3.16,3.67%,93.563%,1,2314.312,0.2094,3.38,$277.91,0,0,0,Low,High,Low,Medium
463,"$5,287.33",92.76%,0,1.64,88.33%,12,47.42%,0.474%,7.60,9.26%,96.700%,7,4581.750,0.4864,1.32,$213.02,1,0,0,Low,Low,High,High
835,"$15,385.38",87.32%,3,0.77,71.92%,12,47.55%,0.476%,2.16,4.00%,81.110%,3,3272.368,0.1081,7.10,$303.27,1,0,1,Low,Medium,Low,Medium
470,"$10,379.32",97.42%,4,0.98,79.08%,12,47.59%,0.476%,7.60,7.34%,85.688%,4,3704.136,0.3456,5.96,$394.22,1,0,1,Low,High,Medium,High
367,"$5,853.22",93.35%,3,0.55,64.50%,10,47.87%,0.479%,3.60,8.46%,94.490%,6,4716.612,0.1148,4.41,$333.55,1,0,1,Low,Medium,Low,High
787,"$13,576.59",86.68%,1,3.24,94.43%,9,48.24%,0.482%,4.51,2.15%,95.910%,8,3695.110,0.4432,3.68,$323.56,1,1,0,Low,Low,High,Low
146,"$12,984.38",85.30%,0,1.80,79.84%,3,48.56%,0.486%,7.61,7.74%,81.365%,7,3170.032,0.4572,3.56,$309.70,0,0,1,Low,High,High,High
566,"$6,805.81",84.84%,3,2.24,78.09%,11,48.77%,0.488%,5.60,1.40%,92.323%,1,2972.547,0.2310,1.63,$304.02,1,0,1,Low,Low,Medium,Low
717,"$11,609.97",85.25%,1,4.99,85.08%,22,48.87%,0.489%,7.34,6.71%,93.197%,7,2477.910,0.1869,1.18,$444.70,1,1,0,Low,Medium,Low,High
404,"$19,113.20",88.18%,1,4.92,73.04%,5,49.02%,0.490%,4.74,5.11%,81.892%,8,1924.787,0.3717,8.79,$242.73,1,1,1,Low,High,High,Medium
200,"$14,949.66",81.95%,1,3.26,77.09%,16,49.03%,0.490%,4.27,1.62%,89.703%,1,1180.142,0.2228,6.79,$169.87,1,1,1,Low,Medium,Low,Low
244,"$5,182.35",95.95%,0,2.02,70.30%,13,49.55%,0.495%,9.95,0.01%,81.317%,3,1858.175,0.2881,1.25,$145.66,1,0,1,Low,Low,Medium,Low
938,"$12,446.92",97.69%,4,4.72,90.58%,16,49.66%,0.497%,9.95,2.50%,88.922%,4,2958.107,0.3809,2.78,$432.42,1,1,0,Low,Low,High,Low
126,"$11,596.11",86.57%,4,4.74,83.82%,1,49.76%,0.498%,5.43,0.17%,96.386%,5,1988.742,0.4682,2.82,$190.42,1,1,0,Low,High,High,Low
914,"$14,463.83",97.45%,1,2.14,81.54%,4,49.77%,0.498%,9.57,5.92%,96.779%,6,4752.147,0.3085,9.20,$208.28,1,0,0,Low,Low,Medium,Medium
753,"$18,718.23",93.02%,5,3.35,68.77%,6,50.06%,0.501%,9.48,7.21%,89.526%,6,1050.714,0.4697,5.48,$249.16,1,1,1,Low,High,High,High
775,"$17,877.60",90.99%,4,3.35,80.67%,10,50.21%,0.502%,9.66,9.36%,91.251%,4,2719.420,0.2157,6.10,$393.41,1,1,0,Low,High,Low,High
577,"$17,568.63",90.78%,5,3.33,83.32%,9,50.27%,0.503%,2.93,6.27%,89.038%,7,2770.505,0.2545,8.92,$140.05,1,1,0,Low,High,Medium,High
460,"$8,223.69",89.08%,5,4.31,90.31%,14,50.33%,0.503%,7.59,6.37%,93.851%,1,2961.690,0.4760,8.80,$181.67,1,1,0,Low,Medium,High,High
629,"$9,970.28",88.93%,4,0.68,95.76%,22,50.46%,0.505%,4.46,2.22%,97.913%,3,4174.352,0.3376,5.11,$165.21,1,0,0,Low,Medium,Medium,Low
472,"$9,463.23",95.16%,5,3.26,60.55%,14,51.06%,0.511%,3.17,5.13%,91.780%,5,1334.183,0.2744,3.60,$246.74,1,1,1,Low,Medium,Medium,Medium
625,"$17,021.69",92.31%,2,1.96,75.93%,19,51.24%,0.512%,6.03,3.01%,92.752%,5,2282.610,0.3808,7.59,$143.25,1,0,1,Low,Medium,High,Medium
